temporal_res,n_layers,speed-up(cuda),h_RMSE,q_RMSE,CSI_0.05,CSI_0.3
120,12,17.313099457957993,0.02410499006509781,0.003364567644894123,0.08879638463258743,0.0995151698589325
120,11,17.132952397965855,0.02707001194357872,0.0030059795826673508,0.09294676780700684,0.10853889584541321
120,10,20.0449362886837,0.01940714381635189,0.0034508570097386837,0.04736628383398056,0.05469028279185295
120,9,20.010746007399923,0.029202628880739212,0.0031783331651240587,0.06553955376148224,0.07233792543411255
120,8,23.38795338501962,0.020553411915898323,0.0030372024048119783,0.07484161853790283,0.07777640968561172
120,7,24.48064144544983,0.029637157917022705,0.0032150358892977238,0.05462130904197693,0.0724535658955574
120,6,27.627150452397665,0.028318295255303383,0.0030149887315928936,0.0893307775259018,0.1058676615357399
120,5,34.51705280791581,0.03769271820783615,0.002835808089002967,0.07305999845266342,0.0808664858341217
120,4,45.50337288746054,0.04042891785502434,0.002908936934545636,0.07905608415603638,0.09152296185493469
120,3,52.22002853427726,0.029231207445263863,0.0040008192881941795,0.07380430400371552,0.0933498814702034
120,2,72.82076181960697,0.03790365159511566,0.0029450515285134315,0.07880152761936188,0.08630913496017456
120,1,132.27735459898292,0.04194296523928642,0.003238947596400976,0.09379108995199203,0.08092611283063889
60,9,11.579464988924252,0.02700791507959366,0.0034158702474087477,0.08739107102155685,0.0907936617732048
60,8,12.989784723012349,0.022237658500671387,0.0033517065457999706,0.06054552644491196,0.07419478893280029
60,7,14.57674948378007,0.029872367158532143,0.003205582732334733,0.08815204352140427,0.080686554312706
60,6,16.69136702428459,0.025488704442977905,0.00386161170899868,0.057739656418561935,0.06373705714941025
60,5,18.507366600183182,0.02974468469619751,0.00382275995798409,0.10055671632289886,0.10530386120080948
60,4,19.848298117454338,0.04588174819946289,0.003342443611472845,0.09061788022518158,0.11522912979125977
60,3,27.731255393344593,0.04639716446399689,0.003154048463329673,0.10750844329595566,0.12753716111183167
60,2,36.15762433966097,0.04584071785211563,0.0027020354755222797,0.08313034474849701,0.10803569853305817
60,1,59.76244241474948,0.046840328723192215,0.0031090262345969677,0.061036426573991776,0.06518631428480148
30,8,6.060769504772215,0.021812135353684425,0.0054068490862846375,0.04763051122426987,0.06056077778339386
30,7,7.10965206405314,0.033559732139110565,0.005786555353552103,0.0642690435051918,0.0803757831454277
30,6,8.361957762406696,0.02046717144548893,0.0029135379008948803,0.08527393639087677,0.0913519561290741
30,5,9.815471003677212,0.03753238171339035,0.003353846725076437,0.0628734827041626,0.06405200064182281
30,4,11.482179475904237,0.056376416236162186,0.005975272972136736,0.1559896469116211,0.16563177108764648
30,3,15.341724120143535,0.05920267105102539,0.00598423695191741,0.12176194787025452,0.13092096149921417
30,2,20.64297960309102,0.06147126480937004,0.005008986219763756,0.11275766044855118,0.11462545394897461
30,1,31.32044398486756,0.05389764532446861,0.0029147497843950987,0.09802642464637756,0.09941807389259338
90,12,13.081684316033348,0.026025602594017982,0.004446336068212986,0.07466650754213333,0.07632634788751602
90,11,13.999726564942618,0.02871442772448063,0.003479590406641364,0.07477375864982605,0.0867541953921318
90,10,14.760776817533186,0.029593735933303833,0.004020587541162968,0.0703360065817833,0.08635859936475754
90,9,16.49606514379944,0.028067395091056824,0.0038793361745774746,0.09034194052219391,0.0887405127286911
90,8,17.43238759075263,0.03124358505010605,0.002861494431272149,0.06352557241916656,0.06883911788463593
90,7,19.84429606751508,0.035775862634181976,0.003470085095614195,0.11984327435493469,0.134225994348526
90,6,23.8465636396865,0.03452901169657707,0.0029670363292098045,0.1077418401837349,0.11902562528848648
90,5,24.466641050430948,0.03222335875034332,0.0035386914387345314,0.09485283493995667,0.11297384649515152
90,4,30.942198575052025,0.05010543391108513,0.003958609886467457,0.10463392734527588,0.12286412715911865
90,3,42.8544562436225,0.04247814789414406,0.003157438477501273,0.08865627646446228,0.10918252170085907
90,2,57.89579917148491,0.03370661288499832,0.0031727657187730074,0.08670998364686966,0.11222659051418304
90,1,132.6387588398438,0.04089762642979622,0.002844365546479821,0.08362150192260742,0.08140193670988083
